 time            i(v_i_out)      i(v_i_amp)      v(dac_out)      v(q1)          
 8.71280000e-09  2.03904698e-09 -5.24520680e-11  2.63191473e-01  5.41091987e-02 
 8.72280000e-09  2.03906171e-09  8.88546155e-11  2.63191473e-01  5.40702624e-02 
 8.73280000e-09  2.03903911e-09 -5.23820818e-11  2.63191473e-01  5.40314241e-02 
 8.74280000e-09  2.03906929e-09  8.87744448e-11  2.63191473e-01  5.39924168e-02 
 8.75280000e-09  2.03905515e-09 -5.23115038e-11  2.63191473e-01  5.39535084e-02 
 8.76280000e-09  2.03905401e-09  8.86943856e-11  2.63191473e-01  5.39144338e-02 
 8.77280000e-09  2.03904422e-09 -5.22405412e-11  2.63191473e-01  5.38754590e-02 
 8.78280000e-09  2.03906250e-09  8.86138944e-11  2.63191473e-01  5.38363208e-02 
 8.79280000e-09  2.03904922e-09 -5.21683589e-11  2.63191473e-01  5.37972834e-02 
 8.80280000e-09  2.03905515e-09  8.85354175e-11  2.63191473e-01  5.37580857e-02 
 8.81280000e-09  2.03904767e-09 -5.20984262e-11  2.63191473e-01  5.37189897e-02 
 8.82280000e-09  2.03905518e-09  8.84554738e-11  2.63191473e-01  5.36797363e-02 
 8.83280000e-09  2.03905811e-09 -5.20284777e-11  2.63191473e-01  5.36405857e-02 
 8.84280000e-09  2.03905160e-09  8.83755218e-11  2.63191473e-01  5.36012810e-02 
 8.85280000e-09  2.03904804e-09 -5.19567118e-11  2.63191473e-01  5.35620802e-02 
 8.86280000e-09  2.03905324e-09  8.82971143e-11  2.63191473e-01  5.35227283e-02 
 8.87280000e-09  2.03905156e-09 -5.18864537e-11  2.63191473e-01  5.34834817e-02 
 8.88280000e-09  2.03905985e-09  8.82171601e-11  2.63191473e-01  5.34440870e-02 
 8.89280000e-09  2.03904512e-09 -5.18167596e-11  2.63191473e-01  5.34047988e-02 
 8.90280000e-09  2.03905011e-09  8.81406140e-11  2.63191473e-01  5.33653656e-02 
 8.91280000e-09  2.03905489e-09 -5.17451987e-11  2.63191473e-01  5.33260399e-02 
 8.92280000e-09  2.03905041e-09  8.80614787e-11  2.63191473e-01  5.32865722e-02 
 8.93280000e-09  2.03904698e-09 -5.16743302e-11  2.63191473e-01  5.32472129e-02 
 8.94280000e-09  2.03905485e-09  8.79841459e-11  2.63191473e-01  5.32077148e-02 
 8.95280000e-09  2.03905011e-09 -5.16049091e-11  2.63191473e-01  5.31683263e-02 
 8.96280000e-09  2.03904776e-09  8.79052907e-11  2.63191473e-01  5.31288020e-02 
 8.97280000e-09  2.03905691e-09 -5.15350219e-11  2.63191473e-01  5.30893884e-02 
 8.98280000e-09  2.03904670e-09  8.78271075e-11  2.63191473e-01  5.30498421e-02 
 8.99280000e-09  2.03905904e-09 -5.14637886e-11  2.63191473e-01  5.30104077e-02 
 9.00280000e-09  2.03905194e-09  8.77496851e-11  2.63191473e-01  5.29708438e-02 
 9.01280000e-09  2.03905356e-09 -5.13943861e-11  2.63191473e-01  5.29313929e-02 
 9.02280000e-09  2.03904791e-09  8.76716846e-11  2.63191473e-01  5.28918155e-02 
 9.03280000e-09  2.03905520e-09 -5.13252671e-11  2.63191473e-01  5.28523524e-02 
 9.04280000e-09  2.03906009e-09  8.75943427e-11  2.63191473e-01  5.28127658e-02 
 9.05280000e-09  2.03905727e-09 -5.12553412e-11  2.63191473e-01  5.27732946e-02 
 9.06280000e-09  2.03905042e-09  8.75160423e-11  2.63191473e-01  5.27337029e-02 
 9.07280000e-09  2.03904857e-09 -5.11850240e-11  2.63191473e-01  5.26942278e-02 
 9.08280000e-09  2.03906190e-09  8.74395844e-11  2.63191473e-01  5.26546352e-02 
 9.09280000e-09  2.03904831e-09 -5.11154511e-11  2.63191473e-01  5.26151602e-02 
 9.10280000e-09  2.03904679e-09  8.73625504e-11  2.63191473e-01  5.25755707e-02 
 9.11280000e-09  2.03903981e-09 -5.10469801e-11  2.63191473e-01  5.25360999e-02 
 9.12280000e-09  2.03905766e-09  8.72862381e-11  2.63191473e-01  5.24965175e-02 
 9.13280000e-09  2.03905020e-09 -5.09765782e-11  2.63191473e-01  5.24570548e-02 
 9.14280000e-09  2.03905374e-09  8.72096835e-11  2.63191473e-01  5.24174833e-02 
 9.15280000e-09  2.03905283e-09 -5.09080577e-11  2.63191473e-01  5.23780326e-02 
 9.16280000e-09  2.03904765e-09  8.71316531e-11  2.63191473e-01  5.23384758e-02 
 9.17280000e-09  2.03905245e-09 -5.08408480e-11  2.63191473e-01  5.22990408e-02 
 9.18280000e-09  2.03904871e-09  8.70542354e-11  2.63191473e-01  5.22595025e-02 
 9.19280000e-09  2.03905233e-09 -5.07708515e-11  2.63191473e-01  5.22200868e-02 
 9.20280000e-09  2.03906310e-09  8.69788157e-11  2.63191473e-01  5.21805706e-02 
 9.21280000e-09  2.03904368e-09 -5.07025571e-11  2.63191473e-01  5.21411779e-02 
 9.22280000e-09  2.03905459e-09  8.69028635e-11  2.63191473e-01  5.21016873e-02 
 9.23280000e-09  2.03904089e-09 -5.06344486e-11  2.63191473e-01  5.20623210e-02 
 9.24280000e-09  2.03904747e-09  8.68276721e-11  2.63191473e-01  5.20228594e-02 
 9.25280000e-09  2.03905295e-09 -5.05653848e-11  2.63191473e-01  5.19835230e-02 
 9.26280000e-09  2.03905359e-09  8.67517562e-11  2.63191473e-01  5.19440937e-02 
 9.27280000e-09  2.03904832e-09 -5.04966775e-11  2.63191473e-01  5.19047903e-02 
 9.28280000e-09  2.03904827e-09  8.66759661e-11  2.63191473e-01  5.18653966e-02 
 9.29280000e-09  2.03906329e-09 -5.04289540e-11  2.63191473e-01  5.18261294e-02 
 9.30280000e-09  2.03904145e-09  8.66006316e-11  2.63191473e-01  5.17867743e-02 
 9.31280000e-09  2.03904570e-09 -5.03589534e-11  2.63191473e-01  5.17475464e-02 
 9.32280000e-09  2.03904873e-09  8.65252100e-11  2.63191473e-01  5.17082330e-02 
 9.33280000e-09  2.03904712e-09 -5.02912381e-11  2.63191473e-01  5.16690472e-02 
 9.34280000e-09  2.03904663e-09  8.64506221e-11  2.63191473e-01  5.16297783e-02 
 9.35280000e-09  2.03905787e-09 -5.02246998e-11  2.63191473e-01  5.15906377e-02 
 9.36280000e-09  2.03904139e-09  8.63763473e-11  2.63191473e-01  5.15514161e-02 
 9.37280000e-09  2.03906065e-09 -5.01549833e-11  2.63191473e-01  5.15123232e-02 
 9.38280000e-09  2.03904053e-09  8.63016347e-11  2.63191473e-01  5.14731515e-02 
 9.39280000e-09  2.03906238e-09 -5.00871150e-11  2.63191473e-01  5.14341090e-02 
 9.40280000e-09  2.03904551e-09  8.62273239e-11  2.63191473e-01  5.13949899e-02 
 9.41280000e-09  2.03905370e-09 -5.00194847e-11  2.63191473e-01  5.13560003e-02 
 9.42280000e-09  2.03905486e-09  8.61540385e-11  2.63191473e-01  5.13169361e-02 
 9.43280000e-09  2.03905667e-09 -4.99525340e-11  2.63191473e-01  5.12780017e-02 
 9.44280000e-09  2.03905301e-09  8.60796824e-11  2.63191473e-01  5.12389948e-02 
 9.45280000e-09  2.03905059e-09 -4.98842210e-11  2.63191473e-01  5.12001181e-02 
 9.46280000e-09  2.03906098e-09  8.60063253e-11  2.63191473e-01  5.11611707e-02 
 9.47280000e-09  2.03906281e-09 -4.98174425e-11  2.63191473e-01  5.11223537e-02 
 9.48280000e-09  2.03905939e-09  8.59318123e-11  2.63191473e-01  5.10834680e-02 
 9.49280000e-09  2.03904432e-09 -4.97499366e-11  2.63191473e-01  5.10447128e-02 
 9.50280000e-09  2.03906045e-09  8.58584326e-11  2.63191473e-01  5.10058907e-02 
 9.51280000e-09  2.03904702e-09 -4.96829951e-11  2.63191473e-01  5.09671994e-02 
 9.52280000e-09  2.03906159e-09  8.57850640e-11  2.63191473e-01  5.09284429e-02 
 9.53280000e-09  2.03904574e-09 -4.96169621e-11  2.63191473e-01  5.08898172e-02 
 9.54280000e-09  2.03905573e-09  8.57125366e-11  2.63191473e-01  5.08511282e-02 
 9.55280000e-09  2.03904771e-09 -4.95490306e-11  2.63191473e-01  5.08125700e-02 
 9.56280000e-09  2.03904491e-09  8.56410320e-11  2.63191473e-01  5.07739501e-02 
 9.57280000e-09  2.03906089e-09 -4.94829401e-11  2.63191473e-01  5.07354611e-02 
 9.58280000e-09  2.03905215e-09  8.55693428e-11  2.63191473e-01  5.06969120e-02 
 9.59280000e-09  2.03905853e-09 -4.94152362e-11  2.63191473e-01  5.06584937e-02 
 9.60280000e-09  2.03904648e-09  8.54962816e-11  2.63191473e-01  5.06200170e-02 
 9.61280000e-09  2.03905198e-09 -4.93486774e-11  2.63191473e-01  5.05816709e-02 
 9.62280000e-09  2.03905625e-09  8.54240646e-11  2.63191473e-01  5.05432680e-02 
 9.63280000e-09  2.03905211e-09 -4.92821013e-11  2.63191473e-01  5.05049957e-02 
 9.64280000e-09  2.03905086e-09  8.53515310e-11  2.63191473e-01  5.04666679e-02 
 9.65280000e-09  2.03905400e-09 -4.92159089e-11  2.63191473e-01  5.04284706e-02 
 9.66280000e-09  2.03904955e-09  8.52795041e-11  2.63191473e-01  5.03902194e-02 
 9.67280000e-09  2.03904935e-09 -4.91501921e-11  2.63191473e-01  5.03520984e-02 
 9.68280000e-09  2.03905327e-09  8.52082665e-11  2.63191473e-01  5.03139248e-02 
 9.69280000e-09  2.03905473e-09 -4.90841693e-11  2.63191473e-01  5.02758813e-02 
 9.70280000e-09  2.03905756e-09  8.51361398e-11  2.63191473e-01  5.02377865e-02 
 9.71280000e-09  2.03904923e-09 -4.90181404e-11  2.63191473e-01  5.01998216e-02 
 9.72280000e-09  2.03905528e-09  8.50651947e-11  2.63191473e-01  5.01618068e-02 
 9.73280000e-09  2.03906230e-09 -4.89517706e-11  2.63191473e-01  5.01239216e-02 
 9.74280000e-09  2.03905313e-09  8.49940198e-11  2.63191473e-01  5.00859877e-02 
 9.75280000e-09  2.03905915e-09 -4.88862027e-11  2.63191473e-01  5.00481831e-02 
 9.76280000e-09  2.03905332e-09  8.49220466e-11  2.63191473e-01  5.00103311e-02 
 9.77280000e-09  2.03904807e-09 -4.88208433e-11  2.63191473e-01  4.99726080e-02 
 9.78280000e-09  2.03906708e-09  8.48528608e-11  2.63191473e-01  4.99348388e-02 
 9.79280000e-09  2.03904692e-09 -4.87547974e-11  2.63191473e-01  4.98971981e-02 
 9.80280000e-09  2.03905155e-09  8.47821851e-11  2.63191473e-01  4.98595124e-02 
 9.81280000e-09  2.03905705e-09 -4.86887702e-11  2.63191473e-01  4.98219549e-02 
 9.82280000e-09  2.03905618e-09  8.47111927e-11  2.63191473e-01  4.97843537e-02 
 9.83280000e-09  2.03905845e-09 -4.86236970e-11  2.63191473e-01  4.97468801e-02 
 9.84280000e-09  2.03904659e-09  8.46406821e-11  2.63191473e-01  4.97093639e-02 
 9.85280000e-09  2.03905494e-09 -4.85589677e-11  2.63191473e-01  4.96719750e-02 
 9.86280000e-09  2.03905780e-09  8.45706756e-11  2.63191473e-01  4.96345446e-02 
 9.87280000e-09  2.03905540e-09 -4.84947359e-11  2.63191473e-01  4.95972410e-02 
 9.88280000e-09  2.03905787e-09  8.45003544e-11  2.63191473e-01  4.95598969e-02 
 9.89280000e-09  2.03904862e-09 -4.84303926e-11  2.63191473e-01  4.95226792e-02 
 9.90280000e-09  2.03905156e-09  8.44320737e-11  2.63191473e-01  4.94854221e-02 
 9.91280000e-09  2.03905077e-09 -4.83643813e-11  2.63191473e-01  4.94482910e-02 
 9.92280000e-09  2.03905498e-09  8.43622952e-11  2.63191473e-01  4.94111214e-02 
 9.93280000e-09  2.03905562e-09 -4.83000257e-11  2.63191473e-01  4.93740773e-02 
 9.94280000e-09  2.03905034e-09  8.42924071e-11  2.63191473e-01  4.93369958e-02 
 9.95280000e-09  2.03905391e-09 -4.82354743e-11  2.63191473e-01  4.93000391e-02 
 9.96280000e-09  2.03905679e-09  8.42234722e-11  2.63191473e-01  4.92630460e-02 
 9.97280000e-09  2.03904546e-09 -4.81705397e-11  2.63191473e-01  4.92261772e-02 
 9.98280000e-09  2.03904922e-09  8.41561089e-11  2.63191473e-01  4.91892730e-02 
 9.99280000e-09  2.03905163e-09 -4.81069787e-11  2.63191473e-01  4.91524926e-02 
 1.00028000e-08  2.03906084e-09  8.40874921e-11  2.63191473e-01  4.91156776e-02 
 1.00128000e-08  2.03905353e-09 -4.80433346e-11  2.63191473e-01  4.90789860e-02 
 1.00228000e-08  2.03906354e-09  8.40188089e-11  2.63191473e-01  4.90422607e-02 
 1.00328000e-08  2.03905032e-09 -4.79793672e-11  2.63191473e-01  4.90056582e-02 
 1.00428000e-08  2.03905973e-09  8.39506806e-11  2.63191473e-01  4.89690230e-02 
 1.00528000e-08  2.03906124e-09 -4.79160074e-11  2.63191473e-01  4.89325101e-02 
 1.00628000e-08  2.03905352e-09  8.38829007e-11  2.63191473e-01  4.88959653e-02 
 1.00728000e-08  2.03905715e-09 -4.78525788e-11  2.63191473e-01  4.88595422e-02 
 1.00828000e-08  2.03905014e-09  8.38141685e-11  2.63191473e-01  4.88230882e-02 
 1.00928000e-08  2.03904730e-09 -4.77893093e-11  2.63191473e-01  4.87867553e-02 
 1.01028000e-08  2.03905523e-09  8.37458921e-11  2.63191473e-01  4.87503923e-02 
 1.01128000e-08  2.03905817e-09 -4.77253504e-11  2.63191473e-01  4.87141499e-02 
 1.01228000e-08  2.03905941e-09  8.36792524e-11  2.63191473e-01  4.86778783e-02 
 1.01328000e-08  2.03906128e-09 -4.76637749e-11  2.63191473e-01  4.86417267e-02 
 1.01428000e-08  2.03905287e-09  8.36104225e-11  2.63191473e-01  4.86055467e-02 
 1.01528000e-08  2.03905247e-09 -4.76019482e-11  2.63191473e-01  4.85694862e-02 
 1.01628000e-08  2.03905559e-09  8.35443416e-11  2.63191473e-01  4.85333982e-02 
 1.01728000e-08  2.03906147e-09 -4.75385895e-11  2.63191473e-01  4.84974290e-02 
 1.01828000e-08  2.03904955e-09  8.34766542e-11  2.63191473e-01  4.84614331e-02 
 1.01928000e-08  2.03905473e-09 -4.74756150e-11  2.63191473e-01  4.84255555e-02 
 1.02028000e-08  2.03905647e-09  8.34097484e-11  2.63191473e-01  4.83896520e-02 
 1.02128000e-08  2.03905735e-09 -4.74112450e-11  2.63191473e-01  4.83538663e-02 
 1.02228000e-08  2.03905634e-09  8.33439652e-11  2.63191473e-01  4.83180555e-02 
 1.02328000e-08  2.03904756e-09 -4.73484532e-11  2.63191473e-01  4.82823618e-02 
 1.02428000e-08  2.03905640e-09  8.32776198e-11  2.63191473e-01  4.82466439e-02 
 1.02528000e-08  2.03905603e-09 -4.72873825e-11  2.63191473e-01  4.82110426e-02 
 1.02628000e-08  2.03904669e-09  8.32115643e-11  2.63191473e-01  4.81754179e-02 
 1.02728000e-08  2.03906198e-09 -4.72255134e-11  2.63191473e-01  4.81399091e-02 
 1.02828000e-08  2.03904909e-09  8.31451430e-11  2.63191473e-01  4.81043778e-02 
 1.02928000e-08  2.03905726e-09 -4.71633028e-11  2.63191473e-01  4.80689619e-02 
 1.03028000e-08  2.03905359e-09  8.30785664e-11  2.63191473e-01  4.80335241e-02 
 1.03128000e-08  2.03904722e-09 -4.71019737e-11  2.63191473e-01  4.79982012e-02 
 1.03228000e-08  2.03905681e-09  8.30141479e-11  2.63191473e-01  4.79628573e-02 
 1.03328000e-08  2.03904609e-09 -4.70388191e-11  2.63191473e-01  4.79276278e-02 
 1.03428000e-08  2.03905873e-09  8.29489476e-11  2.63191473e-01  4.78923780e-02 
 1.03528000e-08  2.03905006e-09 -4.69772585e-11  2.63191473e-01  4.78572419e-02 
 1.03628000e-08  2.03905960e-09  8.28840089e-11  2.63191473e-01  4.78220864e-02 
 1.03728000e-08  2.03905120e-09 -4.69164109e-11  2.63191473e-01  4.77870442e-02 
 1.03828000e-08  2.03905794e-09  8.28180762e-11  2.63191473e-01  4.77519833e-02 
 1.03928000e-08  2.03905187e-09 -4.68553334e-11  2.63191473e-01  4.77170350e-02 
 1.04028000e-08  2.03905217e-09  8.27529082e-11  2.63191473e-01  4.76820689e-02 
 1.04128000e-08  2.03905515e-09 -4.67928933e-11  2.63191473e-01  4.76472150e-02 
 1.04228000e-08  2.03904784e-09  8.26888920e-11  2.63191473e-01  4.76123440e-02 
 1.04328000e-08  2.03904780e-09 -4.67321111e-11  2.63191473e-01  4.75775846e-02 
 1.04428000e-08  2.03906433e-09  8.26246700e-11  2.63191473e-01  4.75428089e-02 
 1.04528000e-08  2.03905504e-09 -4.66711522e-11  2.63191473e-01  4.75081444e-02 
 1.04628000e-08  2.03905900e-09  8.25598215e-11  2.63191473e-01  4.74734643e-02 
 1.04728000e-08  2.03904492e-09 -4.66107674e-11  2.63191473e-01  4.74388949e-02 
 1.04828000e-08  2.03905312e-09  8.24958228e-11  2.63191473e-01  4.74043107e-02 
 1.04928000e-08  2.03906782e-09 -4.65501169e-11  2.63191473e-01  4.73698366e-02 
 1.05028000e-08  2.03905584e-09  8.24337127e-11  2.63191473e-01  4.73353486e-02 
 1.05128000e-08  2.03905397e-09 -4.64880157e-11  2.63191473e-01  4.73009702e-02 
 1.05228000e-08  2.03905373e-09  8.23698105e-11  2.63191473e-01  4.72665787e-02 
 1.05328000e-08  2.03905272e-09 -4.64279116e-11  2.63191473e-01  4.72322963e-02 
 1.05428000e-08  2.03906525e-09  8.23058726e-11  2.63191473e-01  4.71980016e-02 
 1.05528000e-08  2.03905241e-09 -4.63679797e-11  2.63191473e-01  4.71638155e-02 
 1.05628000e-08  2.03905615e-09  8.22418182e-11  2.63191473e-01  4.71296179e-02 
 1.05728000e-08  2.03905327e-09 -4.63080126e-11  2.63191473e-01  4.70955284e-02 
 1.05828000e-08  2.03904996e-09  8.21790746e-11  2.63191473e-01  4.70614282e-02 
 1.05928000e-08  2.03906218e-09 -4.62482452e-11  2.63191473e-01  4.70274357e-02 
 1.06028000e-08  2.03905154e-09  8.21149436e-11  2.63191473e-01  4.69934333e-02 
 1.06128000e-08  2.03905094e-09 -4.61884845e-11  2.63191473e-01  4.69595382e-02 
 1.06228000e-08  2.03906034e-09  8.20524564e-11  2.63191473e-01  4.69256338e-02 
 1.06328000e-08  2.03905366e-09 -4.61289587e-11  2.63191473e-01  4.68918364e-02 
 1.06428000e-08  2.03905736e-09  8.19908137e-11  2.63191473e-01  4.68580306e-02 
 1.06528000e-08  2.03904569e-09 -4.60681510e-11  2.63191473e-01  4.68243312e-02 
 1.06628000e-08  2.03904954e-09  8.19283771e-11  2.63191473e-01  4.67906243e-02 
 1.06728000e-08  2.03905618e-09 -4.60089307e-11  2.63191473e-01  4.67570233e-02 
 1.06828000e-08  2.03905989e-09  8.18666374e-11  2.63191473e-01  4.67234156e-02 
 1.06928000e-08  2.03903889e-09 -4.59498451e-11  2.63191473e-01  4.66899136e-02 
 1.07028000e-08  2.03906560e-09  8.18045118e-11  2.63191473e-01  4.66564056e-02 
 1.07128000e-08  2.03904949e-09 -4.58907727e-11  2.63191473e-01  4.66230028e-02 
 1.07228000e-08  2.03904950e-09  8.17428642e-11  2.63191473e-01  4.65895948e-02 
 1.07328000e-08  2.03905493e-09 -4.58323437e-11  2.63191473e-01  4.65562917e-02 
 1.07428000e-08  2.03905960e-09  8.16813405e-11  2.63191473e-01  4.65229843e-02 
 1.07528000e-08  2.03904871e-09 -4.57744752e-11  2.63191473e-01  4.64897814e-02 
 1.07628000e-08  2.03905913e-09  8.16186136e-11  2.63191473e-01  4.64565751e-02 
 1.07728000e-08  2.03904362e-09 -4.57153761e-11  2.63191473e-01  4.64234727e-02 
 1.07828000e-08  2.03906009e-09  8.15566701e-11  2.63191473e-01  4.63903677e-02 
 1.07928000e-08  2.03905905e-09 -4.56568358e-11  2.63191473e-01  4.63573662e-02 
 1.08028000e-08  2.03904976e-09  8.14949558e-11  2.63191473e-01  4.63243630e-02 
 1.08128000e-08  2.03905411e-09 -4.55980997e-11  2.63191473e-01  4.62914631e-02 
 1.08228000e-08  2.03905076e-09  8.14340974e-11  2.63191473e-01  4.62585622e-02 
 1.08328000e-08  2.03906068e-09 -4.55382841e-11  2.63191473e-01  4.62257645e-02 
 1.08428000e-08  2.03905156e-09  8.13731607e-11  2.63191473e-01  4.61929671e-02 
 1.08528000e-08  2.03905454e-09 -4.54791327e-11  2.63191473e-01  4.61602730e-02 
 1.08628000e-08  2.03905250e-09  8.13116427e-11  2.63191473e-01  4.61275807e-02 
 1.08728000e-08  2.03905403e-09 -4.54206025e-11  2.63191473e-01  4.60949923e-02 
 1.08828000e-08  2.03904711e-09  8.12497062e-11  2.63191473e-01  4.60624075e-02 
 1.08928000e-08  2.03905209e-09 -4.53611893e-11  2.63191473e-01  4.60299275e-02 
 1.09028000e-08  2.03905410e-09  8.11891791e-11  2.63191473e-01  4.59974534e-02 
 1.09128000e-08  2.03905916e-09 -4.53037124e-11  2.63191473e-01  4.59650851e-02 
 1.09228000e-08  2.03905440e-09  8.11286599e-11  2.63191473e-01  4.59327250e-02 
 1.09328000e-08  2.03906101e-09 -4.52451299e-11  2.63191473e-01  4.59004720e-02 
 1.09428000e-08  2.03905894e-09  8.10676856e-11  2.63191473e-01  4.58682295e-02 
 1.09528000e-08  2.03904527e-09 -4.51873671e-11  2.63191473e-01  4.58360953e-02 
 1.09628000e-08  2.03905502e-09  8.10075952e-11  2.63191473e-01  4.58039740e-02 
 1.09728000e-08  2.03906042e-09 -4.51299543e-11  2.63191473e-01  4.57719623e-02 
 1.09828000e-08  2.03905474e-09  8.09465399e-11  2.63191473e-01  4.57399655e-02 
 1.09928000e-08  2.03905377e-09 -4.50725212e-11  2.63191473e-01  4.57080793e-02 
 1.10028000e-08  2.03905734e-09  8.08879478e-11  2.63191473e-01  4.56762102e-02 
 1.10128000e-08  2.03905335e-09 -4.50135750e-11  2.63191473e-01  4.56444524e-02 
 1.10228000e-08  2.03904595e-09  8.08274985e-11  2.63191473e-01  4.56127136e-02 
 1.10328000e-08  2.03905942e-09 -4.49557132e-11  2.63191473e-01  4.55810866e-02 
 1.10428000e-08  2.03906415e-09  8.07680108e-11  2.63191473e-01  4.55494801e-02 
 1.10528000e-08  2.03904334e-09 -4.48982351e-11  2.63191473e-01  4.55179859e-02 
 1.10628000e-08  2.03905132e-09  8.07080757e-11  2.63191473e-01  4.54865134e-02 
 1.10728000e-08  2.03904830e-09 -4.48407926e-11  2.63191473e-01  4.54551534e-02 
 1.10828000e-08  2.03906014e-09  8.06483296e-11  2.63191473e-01  4.54238162e-02 
 1.10928000e-08  2.03905096e-09 -4.47836187e-11  2.63191473e-01  4.53925913e-02 
 1.11028000e-08  2.03905116e-09  8.05891631e-11  2.63191473e-01  4.53613901e-02 
 1.11128000e-08  2.03905220e-09 -4.47279337e-11  2.63191473e-01  4.53303010e-02 
 1.11228000e-08  2.03906831e-09  8.05278538e-11  2.63191473e-01  4.52992362e-02 
 1.11328000e-08  2.03904819e-09 -4.46694245e-11  2.63191473e-01  4.52682829e-02 
 1.11428000e-08  2.03905753e-09  8.04705730e-11  2.63191473e-01  4.52373545e-02 
 1.11528000e-08  2.03904777e-09 -4.46126377e-11  2.63191473e-01  4.52065369e-02 
 1.11628000e-08  2.03906832e-09  8.04113528e-11  2.63191473e-01  4.51757445e-02 
 1.11728000e-08  2.03905090e-09 -4.45559720e-11  2.63191473e-01  4.51450621e-02 
 1.11828000e-08  2.03906045e-09  8.03524654e-11  2.63191473e-01  4.51144052e-02 
 1.11928000e-08  2.03905771e-09 -4.44995549e-11  2.63191473e-01  4.50838574e-02 
 1.12028000e-08  2.03905142e-09  8.02941825e-11  2.63191473e-01  4.50533351e-02 
 1.12128000e-08  2.03905918e-09 -4.44429530e-11  2.63191473e-01  4.50229210e-02 
 1.12228000e-08  2.03905252e-09  8.02360270e-11  2.63191473e-01  4.49925324e-02 
 1.12328000e-08  2.03904901e-09 -4.43863123e-11  2.63191473e-01  4.49622509e-02 
 1.12428000e-08  2.03904924e-09  8.01776572e-11  2.63191473e-01  4.49319949e-02 
 1.12528000e-08  2.03904755e-09 -4.43303947e-11  2.63191473e-01  4.49018449e-02 
 1.12628000e-08  2.03905858e-09  8.01197994e-11  2.63191473e-01  4.48717204e-02 
 1.12728000e-08  2.03904180e-09 -4.42741404e-11  2.63191473e-01  4.48417007e-02 
 1.12828000e-08  2.03905396e-09  8.00617897e-11  2.63191473e-01  4.48117064e-02 
 1.12928000e-08  2.03905103e-09 -4.42186948e-11  2.63191473e-01  4.47818159e-02 
 1.13028000e-08  2.03905434e-09  8.00037145e-11  2.63191473e-01  4.47519507e-02 
 1.13128000e-08  2.03904974e-09 -4.41630640e-11  2.63191473e-01  4.47221881e-02 
 1.13228000e-08  2.03905130e-09  7.99463657e-11  2.63191473e-01  4.46924507e-02 
 1.13328000e-08  2.03905711e-09 -4.41074936e-11  2.63191473e-01  4.46628148e-02 
 1.13428000e-08  2.03905115e-09  7.98886782e-11  2.63191473e-01  4.46332041e-02 
 1.13528000e-08  2.03905291e-09 -4.40524137e-11  2.63191473e-01  4.46036939e-02 
 1.13628000e-08  2.03905517e-09  7.98313518e-11  2.63191473e-01  4.45742087e-02 
 1.13728000e-08  2.03904294e-09 -4.39966171e-11  2.63191473e-01  4.45448231e-02 
 1.13828000e-08  2.03905155e-09  7.97738308e-11  2.63191473e-01  4.45154624e-02 
 1.13928000e-08  2.03905192e-09 -4.39412809e-11  2.63191473e-01  4.44862003e-02 
 1.14028000e-08  2.03906047e-09  7.97184124e-11  2.63191473e-01  4.44569633e-02 
 1.14128000e-08  2.03904546e-09 -4.38842135e-11  2.63191473e-01  4.44278238e-02 
 1.14228000e-08  2.03905177e-09  7.96596899e-11  2.63191473e-01  4.43987095e-02 
 1.14328000e-08  2.03905830e-09 -4.38287537e-11  2.63191473e-01  4.43696919e-02 
 1.14428000e-08  2.03904504e-09  7.96047005e-11  2.63191473e-01  4.43406995e-02 
 1.14528000e-08  2.03905799e-09 -4.37740216e-11  2.63191473e-01  4.43118030e-02 
 1.14628000e-08  2.03905577e-09  7.95478050e-11  2.63191473e-01  4.42829319e-02 
 1.14728000e-08  2.03904859e-09 -4.37196367e-11  2.63191473e-01  4.42541559e-02 
 1.14828000e-08  2.03906095e-09  7.94892727e-11  2.63191473e-01  4.42254055e-02 
 1.14928000e-08  2.03905410e-09 -4.36647578e-11  2.63191473e-01  4.41967495e-02 
 1.15028000e-08  2.03904992e-09  7.94348314e-11  2.63191473e-01  4.41681194e-02 
 1.15128000e-08  2.03905864e-09 -4.36102107e-11  2.63191473e-01  4.41395829e-02 
 1.15228000e-08  2.03905063e-09  7.93786557e-11  2.63191473e-01  4.41110727e-02 
 1.15328000e-08  2.03906251e-09 -4.35555270e-11  2.63191473e-01  4.40826555e-02 
 1.15428000e-08  2.03904903e-09  7.93227219e-11  2.63191473e-01  4.40542648e-02 
 1.15528000e-08  2.03906050e-09 -4.35013637e-11  2.63191473e-01  4.40259667e-02 
 1.15628000e-08  2.03905729e-09  7.92673456e-11  2.63191473e-01  4.39976955e-02 
 1.15728000e-08  2.03904131e-09 -4.34474584e-11  2.63191473e-01  4.39695163e-02 
 1.15828000e-08  2.03905847e-09  7.92119476e-11  2.63191473e-01  4.39413645e-02 
 1.15928000e-08  2.03905184e-09 -4.33948152e-11  2.63191473e-01  4.39133042e-02 
 1.16028000e-08  2.03904202e-09  7.91564524e-11  2.63191473e-01  4.38852717e-02 
 1.16128000e-08  2.03905766e-09 -4.33392497e-11  2.63191473e-01  4.38573304e-02 
 1.16228000e-08  2.03904134e-09  7.91008408e-11  2.63191473e-01  4.38294174e-02 
 1.16328000e-08  2.03905839e-09 -4.32853921e-11  2.63191473e-01  4.38015951e-02 
